application_no,date_received,date_released,year,month,quarter,application_type,current_stage,assigned_staff,barangay,purpose,zone_classification,latitude,longitude,lot_area_sqm,floor_area_sqm,no_of_floors,total_fee_php,processing_days,is_compliant,monthly_rainfall_mm,inflation_rate_pct,working_days_month
ZA-2024-0896,2024-05-07,2024-06-14,2024,5,2,Locational Clearance,Released,"Tipan, S.",Talisay,Car Wash,Agricultural (A),13.829508,121.171196,2734,2289.0,1,6426.18,28,0,115.6,3.33,22
ZA-2024-0897,2024-05-07,2024-07-03,2024,5,2,Development Permit,Released,"Bautista, R.",Bolbok,Resort/Tourism Facility,Commercial (C-1),13.876819,121.179232,741,604.0,1,2712.03,41,1,136.6,3.11,22
ZA-2024-0898,2024-05-09,2024-05-15,2024,5,2,Locational Clearance,Released,"Castillo, J.",Sico,Residential House Construction,Commercial (C-1),13.824459,121.215917,902,543.0,2,2468.82,4,0,119.1,3.54,22
ZA-2024-0899,2024-05-09,2024-06-11,2024,5,2,Development Permit,Released,"Garduque, H.",Bolbok,Industrial Plant Expansion,Commercial (C-1),13.861728,121.244662,522,261.0,1,2635.81,23,0,129.1,3.49,22
ZA-2024-0900,2024-05-13,2024-06-13,2024,5,2,Development Permit,Released,"Garduque, H.",Talisay,New Residential Subdivision,Agricultural (A),13.867928,121.177114,3535,2157.0,1,11236.81,23,0,117.6,3.03,22
ZA-2024-0901,2024-05-14,2024-06-05,2024,5,2,Zoning Certificate,Released,"Tipan, S.",Marawoy,Building Permit Requirement,Commercial (C-1),13.849236,121.244892,610,,4,1283.35,16,1,122.3,3.08,22
ZA-2024-0902,2024-05-15,2024-06-03,2024,5,2,Locational Clearance,Released,"Cruz, M.",San Jose,Food Establishment,Commercial (C-1),13.826742,121.234949,523,215.0,2,1502.34,13,1,134.6,3.48,22
ZA-2024-0903,2024-05-16,2024-06-21,2024,5,2,Development Permit,Released,"Castillo, J.",Talisay,Reclamation Project,Industrial (I-1),13.821849,121.199841,3451,2443.0,5,8612.24,26,1,122.9,2.86,22
ZA-2024-0904,2024-05-21,2024-06-14,2024,5,2,Locational Clearance,Released,"Garduque, H.",Sampaguita,Apartment/Boarding House,Open Space (OS),13.822434,121.196252,447,361.0,2,1518.77,18,1,105.0,3.86,22
ZA-2024-0905,2024-05-24,2024-07-02,2024,5,2,Development Permit,Released,"Bautista, R.",Sico,Memorial Park Development,Agricultural (A),13.862553,121.177348,1793,1474.0,2,5163.09,27,1,110.2,3.1,22
ZA-2024-0906,2024-05-28,2024-06-11,2024,5,2,Locational Clearance,Released,"Bautista, R.",Mataas na Lupa,Subdivision Development,Agricultural (A),13.824312,121.170974,16341,13476.0,1,34891.87,10,0,101.0,3.49,22
ZA-2024-0907,2024-05-28,2024-06-05,2024,5,2,Locational Clearance,Released,"Castillo, J.",Sico,Poultry/Livestock Farm,Industrial (I-1),13.860994,121.223817,1987,918.0,1,3579.59,6,1,98.8,3.01,22
ZA-2024-0908,2024-05-30,2024-06-10,2024,5,2,Locational Clearance,Released,"Tipan, S.",Latag,Food Establishment,Commercial (C-1),13.838722,121.217047,392,292.0,2,1498.52,7,1,110.9,4.01,22
ZA-2024-0909,2024-05-30,2024-10-07,2024,5,2,Development Permit,Released,"Cruz, M.",Tulo,Commercial Complex Development,Residential Low Density (R-1),13.87997,121.180871,386,247.0,1,2601.43,92,0,100.2,3.13,22
ZA-2024-0910,2024-06-03,2024-06-19,2024,6,2,Locational Clearance,Released,"Cruz, M.",Pinagkawitan,Mini-Grocery/Sari-Sari Store,Commercial (C-2),13.868266,121.19496,1834,1596.0,1,4391.68,12,1,156.6,3.39,21
ZA-2024-0911,2024-06-04,2024-07-05,2024,6,2,Locational Clearance,Released,"Bautista, R.",Tulo,Commercial Building Construction,Agricultural (A),13.829969,121.238612,4339,2148.0,1,7408.9,23,0,164.9,3.05,21
ZA-2024-0912,2024-06-05,2024-06-13,2024,6,2,Locational Clearance,Released,"Cruz, M.",Mabini,Residential House Construction,Commercial (C-1),13.889256,121.172569,234,95.0,3,1149.98,6,1,203.8,3.41,21
ZA-2024-0913,2024-06-06,2024-06-26,2024,6,2,Locational Clearance,Released,"Cruz, M.",Mabini,Gasoline Station,Residential Low Density (R-1),13.860257,121.171126,616,454.0,1,1817.19,14,1,180.9,3.06,21
ZA-2024-0914,2024-06-12,2024-07-04,2024,6,2,Locational Clearance,Released,"Bautista, R.",Iligan,Warehouse/Storage Facility,Residential Low Density (R-1),13.873779,121.170427,349,296.0,1,1103.39,16,1,189.5,3.42,21
ZA-2024-0915,2024-06-18,2024-06-24,2024,6,2,Zoning Certificate,Released,"Cruz, M.",Halang,Bank/Loan Requirement,Commercial (C-1),13.827978,121.243756,721,,1,1840.76,4,1,179.2,3.05,21
ZA-2024-0916,2024-06-20,2024-07-11,2024,6,2,Locational Clearance,Released,"Garduque, H.",Mabini,Car Wash,Commercial (C-2),13.880572,121.248817,2023,1359.0,1,4794.33,15,1,182.4,3.61,21
ZA-2024-0917,2024-06-21,2024-07-05,2024,6,2,Zoning Certificate,Released,"Castillo, J.",Bulacnin,Bank/Loan Requirement,Commercial (C-1),13.85581,121.232015,448,,1,1577.24,10,1,155.4,3.29,21
ZA-2024-0918,2024-06-21,2024-07-12,2024,6,2,Locational Clearance,Released,"Garduque, H.",Parang,Mini-Grocery/Sari-Sari Store,Residential Low Density (R-1),13.880172,121.210286,239,93.0,1,1195.34,15,1,192.6,3.55,21
ZA-2024-0919,2024-06-21,2024-06-26,2024,6,2,Zoning Certificate,Released,"Tipan, S.",Santo Niño,Estate Settlement,Commercial (C-1),13.89828,121.217075,320,,2,979.96,3,1,214.6,3.42,21
ZA-2024-0920,2024-06-28,2024-08-13,2024,6,2,Development Permit,Released,"Tipan, S.",San Jose,Commercial Complex Development,Commercial (C-2),13.880584,121.18816,893,596.0,2,3005.45,32,1,176.6,3.06,21
ZA-2024-0921,2024-07-05,2024-08-14,2024,7,3,Development Permit,Released,"Bautista, R.",Halang,Eco-Tourism Site,Commercial (C-2),13.877665,121.189297,1656,1319.0,2,6336.24,28,1,212.8,3.21,23
ZA-2024-0922,2024-07-09,2024-07-18,2024,7,3,Locational Clearance,Released,"Cruz, M.",Lodlod,Warehouse/Storage Facility,Residential Low Density (R-1),13.845569,121.18341,927,402.0,1,2368.93,7,1,208.9,3.77,23
ZA-2024-0923,2024-07-09,2024-07-19,2024,7,3,Locational Clearance,Released,"Bautista, R.",San Jose,Food Establishment,Residential Low Density (R-1),13.83995,121.241253,555,198.0,1,1835.64,8,1,204.6,3.26,23
ZA-2024-0924,2024-07-11,2024-08-13,2024,7,3,Locational Clearance,Released,"Tipan, S.",Mataas na Lupa,Subdivision Development,Residential Medium Density (R-2),13.89948,121.188587,486,393.0,1,2051.08,23,1,199.4,3.86,23
ZA-2024-0925,2024-07-12,2024-07-24,2024,7,3,Locational Clearance,Released,"Cruz, M.",Poblacion Barangay II,Warehouse/Storage Facility,Residential Medium Density (R-2),13.857544,121.24397,580,371.0,1,1489.4,8,1,234.7,2.8,23
ZA-2024-0926,2024-07-18,2024-09-16,2024,7,3,Development Permit,Released,"Bautista, R.",Marawoy,Commercial Complex Development,Industrial (I-1),13.891095,121.189218,4184,2559.0,2,11130.03,42,1,208.3,3.18,23
ZA-2024-0927,2024-07-19,2024-08-22,2024,7,3,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay I,Warehouse/Storage Facility,Commercial (C-1),13.886713,121.214282,408,178.0,1,1390.02,24,0,202.2,3.9,23
ZA-2024-0928,2024-07-23,2024-09-03,2024,7,3,Development Permit,Released,"Cruz, M.",Talisay,Mixed-Use Development,Commercial (C-1),13.859852,121.206611,719,270.0,3,3361.53,30,1,192.9,3.22,23
ZA-2024-0929,2024-07-26,2024-08-14,2024,7,3,Locational Clearance,Released,"Cruz, M.",Calumpang,Place of Worship,Commercial (C-1),13.854195,121.220131,219,90.0,3,878.57,13,0,223.7,3.55,23
ZA-2024-0930,2024-07-30,2024-09-03,2024,7,3,Development Permit,Released,"Garduque, H.",Halang,Eco-Tourism Site,Residential Medium Density (R-2),13.887931,121.239976,153,80.0,1,1823.76,25,1,207.0,3.15,23
ZA-2024-0931,2024-07-30,2024-08-27,2024,7,3,Locational Clearance,Released,"Tipan, S.",San Jose,Car Wash,Commercial (C-1),13.894342,121.227395,240,75.0,1,1169.59,20,1,199.2,3.39,23
ZA-2024-0932,2024-07-31,2024-08-07,2024,7,3,Locational Clearance,Released,"Castillo, J.",Iligan,Car Wash,Residential Low Density (R-1),13.83277,121.186415,525,212.0,1,2082.43,5,1,201.9,3.34,23
ZA-2024-0933,2024-08-02,2024-09-12,2024,8,3,Development Permit,Released,"Cruz, M.",Mabini,Mixed-Use Development,Residential Medium Density (R-2),13.865631,121.242508,513,454.0,1,2862.46,29,1,203.2,3.58,22
ZA-2024-0934,2024-08-06,2024-08-12,2024,8,3,Locational Clearance,Released,"Cruz, M.",Marawoy,Gasoline Station,Commercial (C-2),13.897203,121.190832,1305,463.0,3,4231.15,4,1,195.5,3.09,22
ZA-2024-0935,2024-08-07,2024-08-20,2024,8,3,Zoning Certificate,Released,"Castillo, J.",Santo Niño,Business Permit Application,Institutional (Inst),13.861007,121.196448,791,,2,2453.88,9,1,193.8,3.54,22
ZA-2024-0936,2024-08-12,2024-09-12,2024,8,3,Locational Clearance,Released,"Castillo, J.",Tulo,Gasoline Station,Agricultural (A),13.841966,121.213688,6096,4656.0,1,16336.01,23,0,193.1,2.75,22
ZA-2024-0937,2024-08-15,2024-08-26,2024,8,3,Locational Clearance,Released,"Castillo, J.",Tambo,Food Establishment,Commercial (C-2),13.898733,121.171592,694,611.0,3,2742.56,7,0,179.2,3.45,22
ZA-2024-0938,2024-08-16,2024-08-29,2024,8,3,Locational Clearance,Released,"Bautista, R.",Munting Pulo,School/Learning Center,Commercial (C-2),13.860112,121.239871,1052,906.0,2,2932.29,9,1,198.7,3.03,22
ZA-2024-0939,2024-08-19,2024-09-18,2024,8,3,Locational Clearance,Released,"Garduque, H.",Kayumanggi,Subdivision Development,Residential Low Density (R-1),13.857687,121.201836,875,757.0,1,2141.9,22,1,187.8,2.64,22
ZA-2024-0940,2024-08-21,2024-08-27,2024,8,3,Locational Clearance,Released,"Garduque, H.",Tambo,Mini-Grocery/Sari-Sari Store,Agricultural (A),13.858419,121.219899,2454,2178.0,1,8464.39,4,0,188.3,3.52,22
ZA-2024-0941,2024-08-23,2024-08-30,2024,8,3,Locational Clearance,Released,"Garduque, H.",Sampaguita,Residential House Construction,Residential Low Density (R-1),13.82872,121.17865,188,99.0,1,1053.22,5,1,181.7,3.15,22
ZA-2024-0942,2024-08-26,2024-09-16,2024,8,3,Locational Clearance,Released,"Garduque, H.",Iligan,Commercial Building Construction,Residential Medium Density (R-2),13.874175,121.208723,297,182.0,1,1326.99,15,0,188.6,3.16,22
ZA-2024-0943,2024-08-27,2024-09-13,2024,8,3,Locational Clearance,Released,"Cruz, M.",Talisay,Place of Worship,Residential Medium Density (R-2),13.892643,121.188855,445,400.0,1,1995.48,13,1,190.9,3.38,22
ZA-2024-0944,2024-08-27,2024-11-25,2024,8,3,Development Permit,Released,"Tipan, S.",Parang,Eco-Tourism Site,Residential Medium Density (R-2),13.835265,121.214227,567,333.0,1,2753.42,64,0,187.6,2.76,22
ZA-2024-0945,2024-08-29,2024-09-05,2024,8,3,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay II,Subdivision Development,Commercial (C-1),13.82712,121.225519,480,395.0,2,1478.48,5,1,202.0,3.04,22
ZA-2024-0946,2024-09-02,2024-09-04,2024,9,3,Zoning Certificate,Released,"Cruz, M.",Bulacnin,Property Sale/Transfer,Commercial (C-1),13.830124,121.215252,383,,1,1156.83,2,0,166.5,2.97,21
ZA-2024-0947,2024-09-05,2024-11-07,2024,9,3,Development Permit,Released,"Cruz, M.",Calumpang,Industrial Plant Expansion,Institutional (Inst),13.859008,121.216266,459,272.0,5,3091.51,45,1,150.0,3.3,21
ZA-2024-0948,2024-09-10,2024-11-21,2024,9,3,Development Permit,Released,"Garduque, H.",Calumpang,Commercial Complex Development,Residential Medium Density (R-2),13.828029,121.220702,434,149.0,1,2561.09,52,0,152.9,3.54,21
ZA-2024-0949,2024-09-11,2024-11-29,2024,9,3,Development Permit,Released,"Cruz, M.",Calumpang,Memorial Park Development,Institutional (Inst),13.857183,121.249801,1097,569.0,1,3899.24,57,1,140.1,3.19,21
ZA-2024-0950,2024-09-12,2024-10-29,2024,9,3,Development Permit,Released,"Cruz, M.",Plaridel,Eco-Tourism Site,Residential Medium Density (R-2),13.840337,121.238967,973,745.0,1,4387.5,33,1,158.9,3.23,21
ZA-2024-0951,2024-09-13,2024-10-11,2024,9,3,Locational Clearance,Released,"Bautista, R.",Talisay,Gasoline Station,Institutional (Inst),13.87964,121.210427,520,358.0,1,2002.85,20,1,160.6,3.86,21
ZA-2024-0952,2024-09-16,2024-10-30,2024,9,3,Development Permit,Released,"Castillo, J.",Talisay,Memorial Park Development,Residential Medium Density (R-2),13.897838,121.182249,258,121.0,1,2211.72,32,1,169.2,2.73,21
ZA-2024-0953,2024-09-17,2024-11-07,2024,9,3,Development Permit,Released,"Cruz, M.",San Jose,Memorial Park Development,Commercial (C-1),13.843093,121.245039,287,223.0,1,2208.75,37,1,168.1,3.47,21
ZA-2024-0954,2024-09-18,2024-09-30,2024,9,3,Locational Clearance,Released,"Bautista, R.",Talisay,Gasoline Station,Residential Low Density (R-1),13.868082,121.19619,456,290.0,1,1304.88,8,1,168.2,3.33,21
ZA-2024-0955,2024-09-18,2024-10-01,2024,9,3,Locational Clearance,Released,"Castillo, J.",Bolbok,Place of Worship,Agricultural (A),13.826634,121.221342,8541,3093.0,2,28858.37,9,1,173.4,3.18,21
ZA-2024-0956,2024-09-18,2024-10-18,2024,9,3,Development Permit,Released,"Bautista, R.",Mataas na Lupa,Industrial Plant Expansion,Commercial (C-1),13.875499,121.230765,246,148.0,3,1985.21,22,1,173.7,2.9,21
ZA-2024-0957,2024-09-19,2024-09-30,2024,9,3,Locational Clearance,Released,"Castillo, J.",Bulacnin,Food Establishment,Commercial (C-1),13.896199,121.236798,1105,647.0,5,3473.65,7,1,135.5,3.12,21
ZA-2024-0958,2024-09-19,2024-09-26,2024,9,3,Zoning Certificate,Released,"Tipan, S.",Sico,Building Permit Requirement,Agricultural (A),13.86202,121.247922,4491,,1,10990.24,5,1,143.6,2.63,21
ZA-2024-0959,2024-09-19,2024-10-25,2024,9,3,Development Permit,Released,"Castillo, J.",Santol,Reclamation Project,Residential Low Density (R-1),13.884474,121.180577,885,544.0,1,3964.3,26,0,152.2,3.72,21
ZA-2024-0960,2024-09-26,2024-11-08,2024,9,3,Development Permit,Released,"Tipan, S.",Kayumanggi,Eco-Tourism Site,Residential Low Density (R-1),13.875574,121.231559,448,265.0,1,2598.7,31,1,162.6,3.38,21
ZA-2024-0961,2024-09-27,2024-10-09,2024,9,3,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay I,Poultry/Livestock Farm,Institutional (Inst),13.868973,121.183324,280,86.0,2,1138.44,8,1,196.9,3.43,21
ZA-2024-0962,2024-09-30,2024-10-29,2024,9,3,Locational Clearance,Released,"Bautista, R.",Parang,Residential House Construction,Commercial (C-1),13.861031,121.227043,320,249.0,4,1267.25,21,1,150.9,3.09,21
ZA-2024-0963,2024-10-10,2024-12-06,2024,10,4,Development Permit,Released,"Castillo, J.",San Jose,New Residential Subdivision,Institutional (Inst),13.869622,121.213536,189,107.0,4,2024.45,41,1,143.2,3.51,23
ZA-2024-0964,2024-10-10,2024-10-21,2024,10,4,Zoning Certificate,Released,"Bautista, R.",Sampaguita,Business Permit Application,Residential Medium Density (R-2),13.853021,121.23114,1322,,1,2997.74,7,1,119.2,3.24,23
ZA-2024-0965,2024-10-14,2024-12-13,2024,10,4,Development Permit,Released,"Tipan, S.",Poblacion Barangay II,Mixed-Use Development,Residential Low Density (R-1),13.854227,121.196451,747,651.0,1,3775.59,44,1,132.0,2.94,23
ZA-2024-0966,2024-10-14,2024-11-27,2024,10,4,Development Permit,Released,"Cruz, M.",Poblacion Barangay II,Resort/Tourism Facility,Commercial (C-2),13.89243,121.202758,746,498.0,1,3648.9,32,0,117.6,3.05,23
ZA-2024-0967,2024-10-14,2024-10-22,2024,10,4,Locational Clearance,Released,"Castillo, J.",San Jose,Residential House Construction,Commercial (C-1),13.860791,121.178386,180,116.0,1,805.17,6,1,123.6,3.44,23
ZA-2024-0968,2024-10-15,2024-11-05,2024,10,4,Locational Clearance,Released,"Bautista, R.",Lodlod,Place of Worship,Residential Medium Density (R-2),13.870401,121.237634,731,410.0,1,1964.77,15,1,115.4,2.79,23
ZA-2024-0969,2024-10-16,2024-10-31,2024,10,4,Locational Clearance,Released,"Garduque, H.",Bulacnin,Car Wash,Commercial (C-1),13.864307,121.212382,531,290.0,5,1974.14,11,1,122.1,3.13,23
ZA-2024-0970,2024-10-18,2024-12-05,2024,10,4,Development Permit,Released,"Tipan, S.",Tulo,Industrial Plant Expansion,Residential Low Density (R-1),13.852732,121.190322,511,196.0,1,2937.34,34,1,136.4,3.43,23
ZA-2024-0971,2024-10-18,2024-11-01,2024,10,4,Zoning Certificate,Released,"Garduque, H.",Kayumanggi,Property Sale/Transfer,Commercial (C-1),13.835496,121.186671,1475,,1,3890.02,10,1,139.8,3.28,23
ZA-2024-0972,2024-10-22,2024-10-28,2024,10,4,Zoning Certificate,Released,"Bautista, R.",Lumbang,Building Permit Requirement,Commercial (C-1),13.879866,121.239501,254,,1,1077.61,4,0,154.4,3.27,23
ZA-2024-0973,2024-10-25,2024-11-05,2024,10,4,Locational Clearance,Released,"Castillo, J.",Munting Pulo,Food Establishment,Residential Low Density (R-1),13.889944,121.180762,406,217.0,1,1318.69,7,0,123.0,2.88,23
ZA-2024-0974,2024-10-28,2024-11-20,2024,10,4,Development Permit,Released,"Garduque, H.",Calumpang,Eco-Tourism Site,Residential Low Density (R-1),13.887053,121.212016,745,627.0,1,3526.85,17,1,131.9,2.76,23
ZA-2024-0975,2024-10-28,2024-11-18,2024,10,4,Locational Clearance,Released,"Tipan, S.",Iligan,Apartment/Boarding House,Residential Medium Density (R-2),13.896755,121.205516,1113,481.0,1,2655.63,15,1,142.2,3.45,23
ZA-2024-0976,2024-10-28,2024-11-19,2024,10,4,Development Permit,Released,"Castillo, J.",Santo Niño,Memorial Park Development,Agricultural (A),13.837157,121.175933,6613,5532.0,1,12350.77,16,0,133.5,3.55,23
ZA-2024-0977,2024-10-28,2024-12-09,2024,10,4,Development Permit,Released,"Garduque, H.",Bolbok,Eco-Tourism Site,Industrial (I-1),13.865185,121.20764,4075,2279.0,2,7619.57,30,1,161.8,2.8,23
ZA-2024-0978,2024-10-28,2024-11-06,2024,10,4,Locational Clearance,Released,"Bautista, R.",Iligan,Place of Worship,Residential Medium Density (R-2),13.836367,121.184521,741,266.0,1,2952.14,7,1,134.3,3.48,23
ZA-2024-0979,2024-10-31,2024-12-03,2024,10,4,Development Permit,Released,"Tipan, S.",Sico,Eco-Tourism Site,Commercial (C-1),13.878532,121.205156,365,214.0,1,2663.66,23,1,124.0,2.65,23
ZA-2024-0980,2024-11-01,2024-12-03,2024,11,4,Development Permit,Released,"Castillo, J.",Poblacion Barangay I,Resort/Tourism Facility,Industrial (I-1),13.890619,121.234758,4479,1527.0,1,14392.9,22,1,74.6,3.35,21
ZA-2024-0981,2024-11-05,,2024,11,4,Development Permit,For Release,"Bautista, R.",Poblacion Barangay I,Reclamation Project,Residential Low Density (R-1),13.898564,121.1777,331,136.0,1,2447.88,55,1,101.5,3.57,21
ZA-2024-0982,2024-11-07,2024-11-29,2024,11,4,Locational Clearance,Released,"Bautista, R.",Sampaguita,Commercial Building Construction,Open Space (OS),13.895214,121.230966,1367,505.0,2,5177.67,16,1,61.7,3.01,21
ZA-2024-0983,2024-11-14,2024-12-10,2024,11,4,Locational Clearance,Released,"Garduque, H.",Sico,Gasoline Station,Residential Medium Density (R-2),13.85157,121.199798,284,172.0,1,1026.32,18,1,55.6,3.15,21
ZA-2024-0984,2024-11-19,2024-12-23,2024,11,4,Locational Clearance,Released,"Tipan, S.",Latag,Gasoline Station,Residential Medium Density (R-2),13.849136,121.186795,245,199.0,1,1306.77,24,1,73.9,3.66,21
ZA-2024-0985,2024-11-22,2024-12-27,2024,11,4,Development Permit,Released,"Garduque, H.",Calumpang,Eco-Tourism Site,Residential Medium Density (R-2),13.862131,121.206124,355,142.0,1,2131.86,25,1,90.0,3.26,21
ZA-2024-0986,2024-11-22,2024-12-23,2024,11,4,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay II,Poultry/Livestock Farm,Commercial (C-2),13.864621,121.222107,1035,320.0,1,3693.47,21,1,81.3,2.9,21
ZA-2024-0987,2024-11-25,2024-12-27,2024,11,4,Development Permit,Released,"Castillo, J.",Tambo,Eco-Tourism Site,Residential Medium Density (R-2),13.852629,121.226403,656,330.0,1,2532.6,24,1,85.3,3.01,21
ZA-2024-0988,2024-11-26,,2024,11,4,Locational Clearance,For Release,"Castillo, J.",Bulacnin,Mini-Grocery/Sari-Sari Store,Industrial (I-1),13.857797,121.225865,5422,2777.0,1,15723.35,29,1,54.4,3.11,21
ZA-2024-0989,2024-11-26,2024-11-29,2024,11,4,Zoning Certificate,Released,"Cruz, M.",Poblacion Barangay I,Bank/Loan Requirement,Agricultural (A),13.896724,121.210192,9218,,1,15455.01,3,1,78.6,3.34,21
ZA-2024-0990,2024-11-26,,2024,11,4,Development Permit,Technical Review,"Cruz, M.",Bolbok,Eco-Tourism Site,Residential Medium Density (R-2),13.847555,121.232932,397,172.0,1,2131.87,36,1,90.5,3.04,21
ZA-2024-0991,2024-11-26,2024-12-11,2024,11,4,Locational Clearance,Released,"Castillo, J.",Mabini,Medical Clinic,Commercial (C-1),13.881092,121.177756,456,230.0,1,1339.67,11,1,90.2,3.07,21
ZA-2024-0992,2024-11-27,2024-12-23,2024,11,4,Development Permit,Released,"Tipan, S.",Halang,Commercial Complex Development,Industrial (I-1),13.880601,121.179438,1918,1469.0,2,6738.55,18,1,82.8,3.45,21
ZA-2024-0993,2024-11-27,2024-12-16,2024,11,4,Locational Clearance,Released,"Tipan, S.",Marawoy,Medical Clinic,Residential Low Density (R-1),13.859523,121.174417,789,568.0,1,2195.14,13,1,75.9,3.78,21
ZA-2024-0994,2024-12-03,2024-12-19,2024,12,4,Zoning Certificate,Released,"Garduque, H.",Iligan,Business Permit Application,Commercial (C-1),13.849071,121.190434,513,,3,1678.01,12,1,47.9,3.2,20
ZA-2024-0995,2024-12-03,2024-12-20,2024,12,4,Locational Clearance,Released,"Tipan, S.",Iligan,Medical Clinic,Residential Low Density (R-1),13.857709,121.23949,790,546.0,1,1950.52,13,0,29.5,3.08,20
ZA-2024-0996,2024-12-04,,2024,12,4,Locational Clearance,For Release,"Castillo, J.",Lodlod,Car Wash,Residential Low Density (R-1),13.860078,121.199997,563,469.0,1,1494.68,21,1,58.5,3.36,20
ZA-2024-0997,2024-12-11,,2024,12,4,Development Permit,Received,"Castillo, J.",Pinagtongulan,Commercial Complex Development,Residential Low Density (R-1),13.868489,121.245963,616,447.0,1,2432.9,16,1,28.7,3.11,20
ZA-2024-0998,2024-12-23,,2024,12,4,Development Permit,Under Sangguniang Bayan,"Tipan, S.",Mabini,Mixed-Use Development,Commercial (C-1),13.862008,121.19949,319,281.0,2,2110.03,33,0,42.6,3.01,20
